item_nbr,item_nbr_numeric,class,family,perishable,Price
724003,724003,1026,GROCERY I,0,10.21156226
724498,724498,1028,GROCERY I,0,7.286767533
729337,729337,1027,GROCERY I,0,10.96418338
740726,740726,1072,GROCERY I,0,7.813761446
740728,740728,1072,GROCERY I,0,5.440167444
740729,740729,1072,GROCERY I,0,5.777601456
741922,741922,1028,GROCERY I,0,6.893861514
749421,749421,1010,GROCERY I,0,2.246423508
749720,749720,1010,GROCERY I,0,5.340164225
749729,749729,1010,GROCERY I,0,5.396556136
750855,750855,1062,GROCERY I,0,16.04987681
750856,750856,1062,GROCERY I,0,13.04642988
750857,750857,1062,GROCERY I,0,13.36625886
752167,752167,1030,GROCERY I,0,13.33061167
754103,754103,1072,GROCERY I,0,3.668528401
757880,757880,1004,GROCERY I,0,10.91941282
759694,759694,1070,GROCERY I,0,10.12831947
764438,764438,1072,GROCERY I,0,7.50164974
764439,764439,1072,GROCERY I,0,14.32092245
765517,765517,1060,GROCERY I,0,10.24020101
765518,765518,1060,GROCERY I,0,5.385947382
765519,765519,1084,GROCERY I,0,15.20890778
765520,765520,1084,GROCERY I,0,5.132896095
766493,766493,1005,GROCERY I,0,11.85173819
767183,767183,1039,GROCERY I,0,9.733071077
767184,767184,1039,GROCERY I,0,15.94242171
770447,770447,1016,GROCERY I,0,16.85806975
770449,770449,1016,GROCERY I,0,3.484854801
770453,770453,1016,GROCERY I,0,4.148250116
770456,770456,1016,GROCERY I,0,5.457910409
770461,770461,1030,GROCERY I,0,16.74431297
770511,770511,1062,GROCERY I,0,16.85933103
776057,776057,1087,GROCERY I,0,9.409675975
783243,783243,1016,GROCERY I,0,11.24880839
794245,794245,1010,GROCERY I,0,11.98433192
799461,799461,1060,GROCERY I,0,3.047699432
802831,802831,1045,GROCERY I,0,5.693727266
802832,802832,1045,GROCERY I,0,9.077500618
802833,802833,1045,GROCERY I,0,10.89349484
804503,804503,1004,GROCERY I,0,9.036461602
804974,804974,1060,GROCERY I,0,11.66397348
805321,805321,1060,GROCERY I,0,5.352582119
805788,805788,1028,GROCERY I,0,7.025644595
812735,812735,1004,GROCERY I,0,4.983259739
813760,813760,1072,GROCERY I,0,14.68203078
819194,819194,1002,GROCERY I,0,14.10652386
819195,819195,1002,GROCERY I,0,11.38443618
820645,820645,1004,GROCERY I,0,4.448777186
827911,827911,1096,GROCERY I,0,5.8011043
828204,828204,1060,GROCERY I,0,9.748528144
829389,829389,1025,GROCERY I,0,14.58807377
829658,829658,1034,GROCERY I,0,16.27570747
830749,830749,1074,GROCERY I,0,14.59338234
830797,830797,1074,GROCERY I,0,11.65527732
830829,830829,1006,GROCERY I,0,13.26079953
833644,833644,1034,GROCERY I,0,14.15700833
838832,838832,1016,GROCERY I,0,3.751969395
838842,838842,1028,GROCERY I,0,4.377539978
838844,838844,1058,GROCERY I,0,6.049474608
838875,838875,1042,GROCERY I,0,12.92905732
841514,841514,1072,GROCERY I,0,14.21696577
841570,841570,1070,GROCERY I,0,10.33729858
841583,841583,1014,GROCERY I,0,16.95339676
841841,841841,1072,GROCERY I,0,2.119422928
841842,841842,1072,GROCERY I,0,7.490359533
843459,843459,1060,GROCERY I,0,2.244309605
843585,843585,1016,GROCERY I,0,5.798808848
843607,843607,1042,GROCERY I,0,4.132769679
843608,843608,1042,GROCERY I,0,6.655238801
843609,843609,1042,GROCERY I,0,9.530420092
843610,843610,1042,GROCERY I,0,7.319930873
847569,847569,1062,GROCERY I,0,9.200229912
847575,847575,1006,GROCERY I,0,15.13366313
847863,847863,1058,GROCERY I,0,14.39554095
848765,848765,1058,GROCERY I,0,13.65711566
850333,850333,1084,GROCERY I,0,4.774652121
850334,850334,1084,GROCERY I,0,13.31626316
850460,850460,1008,GROCERY I,0,16.16987205
856687,856687,1030,GROCERY I,0,15.69439592
856688,856688,1030,GROCERY I,0,5.632809603
859529,859529,1006,GROCERY I,0,8.410007153
862454,862454,1088,GROCERY I,0,11.02703965
864508,864508,1048,GROCERY I,0,8.100210194
864510,864510,1048,GROCERY I,0,4.748419654
864511,864511,1048,GROCERY I,0,14.80361875
865155,865155,1058,GROCERY I,0,12.693086
868529,868529,1088,GROCERY I,0,15.51605632
869837,869837,1034,GROCERY I,0,3.141097096
871600,871600,1096,GROCERY I,0,10.947227
872306,872306,1034,GROCERY I,0,13.31531745
872307,872307,1034,GROCERY I,0,15.64055135
872308,872308,1034,GROCERY I,0,5.909322787
872309,872309,1034,GROCERY I,0,8.938215989
872310,872310,1034,GROCERY I,0,14.65792026
872317,872317,1040,GROCERY I,0,12.86952977
874593,874593,1016,GROCERY I,0,5.58993812
874598,874598,1030,GROCERY I,0,7.993412874
875604,875604,1026,GROCERY I,0,8.855153827
876223,876223,1010,GROCERY I,0,14.76686072
876224,876224,1010,GROCERY I,0,2.263378203
876225,876225,1014,GROCERY I,0,4.984452942
876226,876226,1014,GROCERY I,0,5.233251241
876663,876663,1004,GROCERY I,0,6.873178611
878715,878715,1040,GROCERY I,0,3.885369747
881701,881701,1042,GROCERY I,0,14.01593632
881910,881910,1042,GROCERY I,0,7.260248606
881911,881911,1042,GROCERY I,0,12.74138224
881912,881912,1042,GROCERY I,0,8.247370672
885553,885553,1034,GROCERY I,0,2.555211686
886396,886396,1042,GROCERY I,0,4.115406661
886398,886398,1042,GROCERY I,0,11.82053069
890213,890213,1026,GROCERY I,0,9.088242793
890214,890214,1026,GROCERY I,0,5.358218429
890215,890215,1026,GROCERY I,0,11.07734523
890371,890371,1002,GROCERY I,0,14.41616217
890372,890372,1002,GROCERY I,0,11.83880285
890374,890374,1002,GROCERY I,0,13.62457746
890375,890375,1002,GROCERY I,0,5.10261068
890825,890825,1060,GROCERY I,0,4.36661649
892076,892076,1010,GROCERY I,0,2.627897214
902839,902839,1060,GROCERY I,0,7.626456915
910928,910928,1034,GROCERY I,0,16.73621513
911429,911429,1016,GROCERY I,0,13.96737712
913964,913964,1036,GROCERY I,0,2.967864702
913966,913966,1036,GROCERY I,0,4.824710829
913967,913967,1036,GROCERY I,0,7.895783945
913968,913968,1036,GROCERY I,0,4.16911119
920607,920607,1092,GROCERY I,0,10.98039019
926958,926958,1026,GROCERY I,0,11.9849939
929627,929627,1045,GROCERY I,0,10.47407107
929893,929893,1094,GROCERY I,0,7.237466979
930247,930247,1006,GROCERY I,0,9.599094559
933780,933780,1040,GROCERY I,0,3.775604622
936341,936341,1045,GROCERY I,0,16.82240916
936994,936994,1004,GROCERY I,0,10.05144973
938566,938566,1042,GROCERY I,0,9.357875615
938567,938567,1042,GROCERY I,0,14.36339781
938570,938570,1042,GROCERY I,0,4.100933912
938574,938574,1042,GROCERY I,0,3.711903358
938575,938575,1042,GROCERY I,0,3.074640713
938576,938576,1042,GROCERY I,0,15.11367346
939661,939661,1045,GROCERY I,0,14.51219056
939662,939662,1045,GROCERY I,0,7.795120207
939663,939663,1045,GROCERY I,0,8.863639725
949053,949053,1062,GROCERY I,0,5.953809541
949510,949510,1062,GROCERY I,0,5.260341948
949511,949511,1062,GROCERY I,0,14.46578317
953420,953420,1028,GROCERY I,0,11.231708
953562,953562,1062,GROCERY I,0,9.142628381
954796,954796,1094,GROCERY I,0,16.83149334
954805,954805,1010,GROCERY I,0,9.068490799
956011,956011,1064,GROCERY I,0,5.760915457
956012,956012,1088,GROCERY I,0,8.291149824
956013,956013,1088,GROCERY I,0,8.994349538
956014,956014,1088,GROCERY I,0,10.59586929
964752,964752,1088,GROCERY I,0,13.09268009
964753,964753,1088,GROCERY I,0,12.90865437
981655,981655,1002,GROCERY I,0,9.050476631
985823,985823,1076,GROCERY I,0,10.97395938
985824,985824,1062,GROCERY I,0,13.41041379
987308,987308,1076,GROCERY I,0,8.295076519
988408,988408,1076,GROCERY I,0,16.12621901
989092,989092,1076,GROCERY I,0,8.10268132
991329,991329,1004,GROCERY I,0,3.966051129
991331,991331,1004,GROCERY I,0,4.025999912
996537,996537,1088,GROCERY I,0,15.12924218
996597,996597,1042,GROCERY I,0,14.28297198
996600,996600,1042,GROCERY I,0,10.44921098
1000866,1000866,1074,GROCERY I,0,14.46770738
1001305,1001305,1016,GROCERY I,0,13.04956338
1003679,1003679,1028,GROCERY I,0,6.342839866
1009539,1009539,1040,GROCERY I,0,5.856047145
1009946,1009946,1036,GROCERY I,0,2.717193771
1010752,1010752,1036,GROCERY I,0,4.117942318
1010755,1010755,1036,GROCERY I,0,12.48922538
1010757,1010757,1036,GROCERY I,0,14.27244186
1012787,1012787,1012,GROCERY I,0,7.439518706
1012788,1012788,1012,GROCERY I,0,5.220460553
1018516,1018516,1030,GROCERY I,0,14.00371864
1018617,1018617,1086,GROCERY I,0,5.080552017
1021676,1021676,1040,GROCERY I,0,3.462025501
1036689,1036689,1040,GROCERY I,0,9.687487393
1037845,1037845,1022,GROCERY I,0,15.4122634
1037846,1037846,1022,GROCERY I,0,2.314671693
1040348,1040348,1034,GROCERY I,0,13.67756646
1046272,1046272,1072,GROCERY I,0,10.13904792
1052563,1052563,1040,GROCERY I,0,14.40164818
1053943,1053943,1036,GROCERY I,0,7.940072281
1053944,1053944,1036,GROCERY I,0,5.057363075
1053945,1053945,1036,GROCERY I,0,9.413660887
1054129,1054129,1002,GROCERY I,0,13.04195578
1057033,1057033,1040,GROCERY I,0,3.43028047
1057034,1057034,1040,GROCERY I,0,11.30267158
1062338,1062338,1026,GROCERY I,0,14.26707502
1064018,1064018,1078,GROCERY I,0,6.091466538
1070962,1070962,1026,GROCERY I,0,16.51821614
1075283,1075283,1030,GROCERY I,0,2.71365556
1076065,1076065,1003,GROCERY I,0,13.43930646
1076066,1076066,1003,GROCERY I,0,10.18369272
1076155,1076155,1010,GROCERY I,0,8.388749365
1076335,1076335,1086,GROCERY I,0,5.697443249
1078288,1078288,1004,GROCERY I,0,14.66061289
1080021,1080021,1022,GROCERY I,0,9.650243441
1080756,1080756,1038,GROCERY I,0,5.679832324
1081359,1081359,1088,GROCERY I,0,9.087423658
1082042,1082042,1040,GROCERY I,0,15.62297739
1082391,1082391,1040,GROCERY I,0,2.561769007
1083517,1083517,1048,GROCERY I,0,12.77299042
1083518,1083518,1048,GROCERY I,0,10.3548968
1084417,1084417,1048,GROCERY I,0,13.88248597
1084436,1084436,1074,GROCERY I,0,9.921042341
1084437,1084437,1074,GROCERY I,0,15.27493987
1084881,1084881,1040,GROCERY I,0,8.191506736
1084882,1084882,1040,GROCERY I,0,3.012868719
1086172,1086172,1029,GROCERY I,0,7.262829491
1089079,1089079,1034,GROCERY I,0,6.940831717
1089820,1089820,1002,GROCERY I,0,8.962237579
1091333,1091333,1028,GROCERY I,0,7.586041411
1091365,1091365,1016,GROCERY I,0,11.55023286
1091366,1091366,1016,GROCERY I,0,14.26010331
1091367,1091367,1016,GROCERY I,0,4.971382659
1091368,1091368,1016,GROCERY I,0,2.706708622
1091369,1091369,1016,GROCERY I,0,12.82195983
1091370,1091370,1016,GROCERY I,0,13.2999524
1093340,1093340,1093,GROCERY I,0,2.689279918
1093344,1093344,1093,GROCERY I,0,4.539474069
1093786,1093786,1004,GROCERY I,0,8.255330546
1094235,1094235,1028,GROCERY I,0,8.436626012
1094238,1094238,1048,GROCERY I,0,4.751265062
1097187,1097187,1042,GROCERY I,0,7.380660585
1099990,1099990,1030,GROCERY I,0,8.911379201
1105210,1105210,1074,GROCERY I,0,13.05847781
1105211,1105211,1074,GROCERY I,0,2.139889028
1105212,1105212,1074,GROCERY I,0,13.83798681
1105213,1105213,1074,GROCERY I,0,11.34848651
1105214,1105214,1074,GROCERY I,0,8.626729434
1105215,1105215,1074,GROCERY I,0,11.67405929
1105228,1105228,1074,GROCERY I,0,2.290346784
1105299,1105299,1074,GROCERY I,0,12.59162297
1105831,1105831,1092,GROCERY I,0,14.09668602
1109389,1109389,1034,GROCERY I,0,10.10430666
1109390,1109390,1034,GROCERY I,0,6.536813277
1109391,1109391,1034,GROCERY I,0,2.198750398
1113872,1113872,1045,GROCERY I,0,16.16862726
1116113,1116113,1004,GROCERY I,0,12.86862178
1116370,1116370,1002,GROCERY I,0,9.833682452
1117663,1117663,1034,GROCERY I,0,8.712261369
1118775,1118775,1028,GROCERY I,0,2.636854558
1123722,1123722,1060,GROCERY I,0,16.95985493
1127860,1127860,1026,GROCERY I,0,15.2056882
1135438,1135438,1034,GROCERY I,0,10.28831517
1136979,1136979,1030,GROCERY I,0,2.425293536
1137146,1137146,1074,GROCERY I,0,8.168287031
1141956,1141956,1088,GROCERY I,0,2.598056913
1143691,1143691,1040,GROCERY I,0,15.79154756
1145374,1145374,1026,GROCERY I,0,14.25705185
1146783,1146783,1040,GROCERY I,0,16.81550858
1146784,1146784,1040,GROCERY I,0,4.250432429
1146785,1146785,1040,GROCERY I,0,4.326465478
1146786,1146786,1040,GROCERY I,0,10.45156254
1146787,1146787,1040,GROCERY I,0,7.333956352
1146795,1146795,1040,GROCERY I,0,12.18509048
1146796,1146796,1040,GROCERY I,0,10.74550772
1146797,1146797,1040,GROCERY I,0,4.00328531
1146799,1146799,1040,GROCERY I,0,10.15471536
1146800,1146800,1040,GROCERY I,0,5.43046646
1146801,1146801,1040,GROCERY I,0,11.40874045
1146802,1146802,1040,GROCERY I,0,15.13771967
1146803,1146803,1040,GROCERY I,0,8.917420417
1146804,1146804,1040,GROCERY I,0,16.73108825
1146974,1146974,1040,GROCERY I,0,8.386784785
1147495,1147495,1002,GROCERY I,0,6.378229529
1148719,1148719,1032,GROCERY I,0,2.442053246
1148753,1148753,1030,GROCERY I,0,8.452151152
1148971,1148971,1076,GROCERY I,0,14.70815294
1148972,1148972,1036,GROCERY I,0,10.61851317
1151128,1151128,1038,GROCERY I,0,8.55909612
1153597,1153597,1078,GROCERY I,0,4.459210807
1154749,1154749,1034,GROCERY I,0,5.886160075
1156722,1156722,1028,GROCERY I,0,8.847779065
1156724,1156724,1028,GROCERY I,0,3.065308422
1157329,1157329,1022,GROCERY I,0,9.364754003
1157462,1157462,1040,GROCERY I,0,4.727963513
1157561,1157561,1040,GROCERY I,0,5.500501474
1157562,1157562,1040,GROCERY I,0,9.280670172
1157564,1157564,1040,GROCERY I,0,14.61776002
1157685,1157685,1040,GROCERY I,0,5.486978323
1157699,1157699,1040,GROCERY I,0,7.881631915
1158719,1158719,1040,GROCERY I,0,10.9100834
1158720,1158720,1040,GROCERY I,0,12.95364977
1159413,1159413,1040,GROCERY I,0,7.220393427
1159414,1159414,1040,GROCERY I,0,6.44594864
1159415,1159415,1040,GROCERY I,0,5.644945256
1159726,1159726,1076,GROCERY I,0,2.286798643
1159728,1159728,1076,GROCERY I,0,2.189832803
1160752,1160752,1036,GROCERY I,0,16.64131498
1160754,1160754,1078,GROCERY I,0,10.94981699
1160796,1160796,1072,GROCERY I,0,12.23338343
1160872,1160872,1076,GROCERY I,0,15.14519254
1160873,1160873,1076,GROCERY I,0,15.60252866
1160882,1160882,1080,GROCERY I,0,16.42380583
1161046,1161046,1034,GROCERY I,0,6.747938095
1161571,1161571,1022,GROCERY I,0,3.241658955
1161572,1161572,1040,GROCERY I,0,8.10373784
1162382,1162382,1022,GROCERY I,0,13.92755504
1162932,1162932,1034,GROCERY I,0,12.27836272
1162933,1162933,1034,GROCERY I,0,9.918087341
1162934,1162934,1034,GROCERY I,0,3.340335914
1162935,1162935,1034,GROCERY I,0,15.43289291
1163583,1163583,1077,GROCERY I,0,12.15024864
1165987,1165987,1028,GROCERY I,0,9.909561113
1165988,1165988,1028,GROCERY I,0,11.00298109
1165989,1165989,1028,GROCERY I,0,9.735577676
1166036,1166036,1016,GROCERY I,0,9.313511819
1166478,1166478,1028,GROCERY I,0,16.5938734
1167175,1167175,1016,GROCERY I,0,12.81526378
1167487,1167487,1025,GROCERY I,0,15.3579069
1167754,1167754,1034,GROCERY I,0,13.87056449
1168717,1168717,1026,GROCERY I,0,8.642427559
1168718,1168718,1026,GROCERY I,0,12.55948907
1171142,1171142,1028,GROCERY I,0,11.68724532
1173853,1173853,1040,GROCERY I,0,3.628518977
1174923,1174923,1074,GROCERY I,0,9.191224628
1175993,1175993,1033,GROCERY I,0,10.96768883
1176558,1176558,1026,GROCERY I,0,7.193791214
1176559,1176559,1026,GROCERY I,0,13.2837358
1176560,1176560,1026,GROCERY I,0,2.991223068
1176561,1176561,1026,GROCERY I,0,4.422625446
1176562,1176562,1026,GROCERY I,0,7.593741653
1177984,1177984,1002,GROCERY I,0,11.91702243
1178687,1178687,1026,GROCERY I,0,15.67636806
1179109,1179109,1040,GROCERY I,0,16.60437258
1209718,1209718,1042,GROCERY I,0,9.525149446
1209719,1209719,1042,GROCERY I,0,15.65004652
1209720,1209720,1042,GROCERY I,0,5.065725377
1209721,1209721,1042,GROCERY I,0,10.44666949
1221045,1221045,1010,GROCERY I,0,13.77483341
1224495,1224495,1016,GROCERY I,0,10.47806682
1225768,1225768,1016,GROCERY I,0,13.1814139
1225769,1225769,1016,GROCERY I,0,8.720042485
1225770,1225770,1016,GROCERY I,0,14.23492972
1225771,1225771,1016,GROCERY I,0,3.447336962
1226920,1226920,1028,GROCERY I,0,6.020263549
1228312,1228312,1028,GROCERY I,0,12.11219073
1228320,1228320,1088,GROCERY I,0,3.480793345
1228321,1228321,1088,GROCERY I,0,10.56754372
1234340,1234340,1028,GROCERY I,0,13.97987379
1235251,1235251,1034,GROCERY I,0,5.688553292
1235334,1235334,1028,GROCERY I,0,16.69878896
1235364,1235364,1092,GROCERY I,0,11.94905767
1235365,1235365,1092,GROCERY I,0,10.45236976
1237005,1237005,1036,GROCERY I,0,6.449271546
1237410,1237410,1034,GROCERY I,0,16.90464503
1239294,1239294,1002,GROCERY I,0,6.333231202
1242666,1242666,1094,GROCERY I,0,3.298294721
1242667,1242667,1094,GROCERY I,0,9.145087146
1242670,1242670,1094,GROCERY I,0,8.900504291
1245918,1245918,1088,GROCERY I,0,14.61497529
1246493,1246493,1016,GROCERY I,0,13.24288471
1246495,1246495,1016,GROCERY I,0,11.24027697
1246498,1246498,1016,GROCERY I,0,9.330913922
1246757,1246757,1074,GROCERY I,0,5.191826846
1246758,1246758,1074,GROCERY I,0,3.475696696
1246784,1246784,1074,GROCERY I,0,16.99926424
1246785,1246785,1074,GROCERY I,0,4.126487926
1248391,1248391,1096,GROCERY I,0,8.188004706
1248394,1248394,1096,GROCERY I,0,4.294852717
1248464,1248464,1088,GROCERY I,0,6.899072519
1250226,1250226,1028,GROCERY I,0,8.905189818
1253470,1253470,1030,GROCERY I,0,9.864372127
1259952,1259952,1030,GROCERY I,0,11.07963032
1260241,1260241,1058,GROCERY I,0,5.204832898
1260242,1260242,1058,GROCERY I,0,2.252037362
1261376,1261376,1058,GROCERY I,0,8.899122565
1281253,1281253,1056,GROCERY I,0,4.044050516
1282047,1282047,1002,GROCERY I,0,12.40064044
1284221,1284221,1084,GROCERY I,0,16.48503966
1289417,1289417,1002,GROCERY I,0,8.571787169
1289418,1289418,1002,GROCERY I,0,15.93882297
1300325,1300325,1039,GROCERY I,0,16.38038639
1304488,1304488,1026,GROCERY I,0,8.633339349
1304490,1304490,1026,GROCERY I,0,11.52234823
1304491,1304491,1026,GROCERY I,0,13.46493457
1309672,1309672,1045,GROCERY I,0,10.18349382
1312957,1312957,1040,GROCERY I,0,7.68655015
1314409,1314409,1039,GROCERY I,0,16.53296247
1316369,1316369,1026,GROCERY I,0,8.163822518
1317094,1317094,1026,GROCERY I,0,15.04607783
1317095,1317095,1026,GROCERY I,0,5.390359896
1317096,1317096,1026,GROCERY I,0,14.57299073
1320708,1320708,1072,GROCERY I,0,4.906715242
1320857,1320857,1010,GROCERY I,0,10.72071977
1321336,1321336,1012,GROCERY I,0,8.080110639
1322479,1322479,1016,GROCERY I,0,13.16748417
1323422,1323422,1003,GROCERY I,0,6.787941213
1324174,1324174,1010,GROCERY I,0,15.27767597
1324591,1324591,1074,GROCERY I,0,7.930770309
1324667,1324667,1094,GROCERY I,0,4.623150067
1324668,1324668,1094,GROCERY I,0,5.36745937
1324670,1324670,1094,GROCERY I,0,2.776709973
1325362,1325362,1084,GROCERY I,0,13.88836813
1328340,1328340,1078,GROCERY I,0,15.24306445
1333224,1333224,1040,GROCERY I,0,2.899339005
1333225,1333225,1040,GROCERY I,0,16.26241485
1333994,1333994,1040,GROCERY I,0,3.414689075
1334068,1334068,1028,GROCERY I,0,9.685149945
1334074,1334074,1044,GROCERY I,0,7.496355788
1339795,1339795,1028,GROCERY I,0,13.05004731
1342003,1342003,1014,GROCERY I,0,8.770037937
1342006,1342006,1014,GROCERY I,0,8.214518986
1342007,1342007,1014,GROCERY I,0,10.83510872
1342008,1342008,1014,GROCERY I,0,12.51940069
1342009,1342009,1014,GROCERY I,0,16.72679977
1344755,1344755,1012,GROCERY I,0,12.36523877
1345067,1345067,1030,GROCERY I,0,15.78348071
1345068,1345068,1030,GROCERY I,0,3.096800617
1345070,1345070,1030,GROCERY I,0,11.32052644
1345071,1345071,1030,GROCERY I,0,13.59671159
1345072,1345072,1030,GROCERY I,0,3.201337692
1345981,1345981,1072,GROCERY I,0,3.013896467
1346621,1346621,1078,GROCERY I,0,4.092754542
1346624,1346624,1096,GROCERY I,0,6.290454483
1347810,1347810,1040,GROCERY I,0,8.473182859
1347811,1347811,1040,GROCERY I,0,7.827964045
1347977,1347977,1024,GROCERY I,0,16.49022832
1348510,1348510,1034,GROCERY I,0,7.695164764
1348983,1348983,1080,GROCERY I,0,2.552738265
1349806,1349806,1030,GROCERY I,0,5.928459393
1349807,1349807,1030,GROCERY I,0,15.60524648
1349808,1349808,1030,GROCERY I,0,13.55071863
1351227,1351227,1040,GROCERY I,0,6.203775577
1351305,1351305,1042,GROCERY I,0,15.55725658
1353191,1353191,1088,GROCERY I,0,10.90642875
1354380,1354380,1042,GROCERY I,0,4.740111019
1354381,1354381,1042,GROCERY I,0,5.499976176
1354382,1354382,1042,GROCERY I,0,6.641825704
1354383,1354383,1042,GROCERY I,0,14.29511363
1354384,1354384,1042,GROCERY I,0,14.95450462
1354385,1354385,1042,GROCERY I,0,10.50205413
1354386,1354386,1042,GROCERY I,0,6.318559564
1354387,1354387,1042,GROCERY I,0,8.98369703
1354388,1354388,1042,GROCERY I,0,11.26428217
1354389,1354389,1042,GROCERY I,0,2.794235134
1354390,1354390,1042,GROCERY I,0,6.567359214
1354711,1354711,1016,GROCERY I,0,8.14324342
1354712,1354712,1016,GROCERY I,0,6.533842422
1354713,1354713,1016,GROCERY I,0,10.23250539
1354714,1354714,1016,GROCERY I,0,10.99308721
1354719,1354719,1016,GROCERY I,0,7.372939551
1363877,1363877,1014,GROCERY I,0,12.65728489
1363878,1363878,1014,GROCERY I,0,12.96781965
1372326,1372326,1062,GROCERY I,0,7.932394897
1386220,1386220,1030,GROCERY I,0,2.176922325
1390351,1390351,1040,GROCERY I,0,11.11516628
1390352,1390352,1040,GROCERY I,0,15.90106413
1390405,1390405,1036,GROCERY I,0,12.7489489
1391408,1391408,1046,GROCERY I,0,2.766637152
1391548,1391548,1076,GROCERY I,0,16.9490978
1391549,1391549,1076,GROCERY I,0,12.95857876
1393047,1393047,1040,GROCERY I,0,8.302098481
1395693,1395693,1028,GROCERY I,0,7.999661082
1397779,1397779,1030,GROCERY I,0,2.947631497
1397797,1397797,1016,GROCERY I,0,8.126150568
1397802,1397802,1016,GROCERY I,0,6.484557917
1403463,1403463,1080,GROCERY I,0,10.87863113
1403464,1403464,1080,GROCERY I,0,9.218005148
1410792,1410792,1026,GROCERY I,0,16.78165726
1411065,1411065,1030,GROCERY I,0,10.92848106
1417148,1417148,1076,GROCERY I,0,8.762176067
1417154,1417154,1028,GROCERY I,0,12.53782282
1417697,1417697,1042,GROCERY I,0,3.122176253
1418022,1418022,1026,GROCERY I,0,4.949590885
1418842,1418842,1004,GROCERY I,0,13.57392212
1418844,1418844,1004,GROCERY I,0,7.968261489
1418845,1418845,1004,GROCERY I,0,6.278816838
1418846,1418846,1004,GROCERY I,0,7.832717618
1418847,1418847,1004,GROCERY I,0,10.78043474
1421438,1421438,1016,GROCERY I,0,13.51440003
1422036,1422036,1086,GROCERY I,0,12.53439977
1422284,1422284,1086,GROCERY I,0,5.546554839
1422849,1422849,1072,GROCERY I,0,2.317399905
1426023,1426023,1072,GROCERY I,0,13.40627165
1441468,1441468,1062,GROCERY I,0,9.521086827
1441513,1441513,1008,GROCERY I,0,3.577799623
1441514,1441514,1008,GROCERY I,0,13.7100125
1441515,1441515,1008,GROCERY I,0,8.284428135
1441516,1441516,1008,GROCERY I,0,12.3345768
1441517,1441517,1008,GROCERY I,0,3.057101588
1441817,1441817,1084,GROCERY I,0,2.696030898
1444597,1444597,1008,GROCERY I,0,3.574776547
1444598,1444598,1008,GROCERY I,0,4.653356016
1444615,1444615,1094,GROCERY I,0,15.44253639
1445281,1445281,1040,GROCERY I,0,15.2878139
1449645,1449645,1074,GROCERY I,0,16.63739476
1457518,1457518,1008,GROCERY I,0,6.675366313
1457834,1457834,1074,GROCERY I,0,12.02281573
1457835,1457835,1074,GROCERY I,0,12.86821648
1458329,1458329,1062,GROCERY I,0,5.969582826
1458461,1458461,1030,GROCERY I,0,14.62229985
1459058,1459058,1022,GROCERY I,0,16.8488802
1459692,1459692,1040,GROCERY I,0,9.076574963
1459697,1459697,1040,GROCERY I,0,8.938576252
1463437,1463437,1072,GROCERY I,0,11.5171035
1463451,1463451,1028,GROCERY I,0,3.139541505
1464469,1464469,1026,GROCERY I,0,12.82039441
1466826,1466826,1048,GROCERY I,0,12.4685026
1466827,1466827,1048,GROCERY I,0,10.85236618
1467088,1467088,1087,GROCERY I,0,5.115036799
1467093,1467093,1093,GROCERY I,0,11.69575276
1471143,1471143,1092,GROCERY I,0,7.705997807
1472433,1472433,1074,GROCERY I,0,5.71522234
1898998,1898998,1028,GROCERY I,0,12.6623984
1899450,1899450,1026,GROCERY I,0,15.65117173
1905638,1905638,1028,GROCERY I,0,16.78184392
1905639,1905639,1028,GROCERY I,0,4.793589139
1906821,1906821,1086,GROCERY I,0,9.019577726
1909699,1909699,1088,GROCERY I,0,5.503522934
1909708,1909708,1044,GROCERY I,0,14.94952018
1910055,1910055,1092,GROCERY I,0,8.177085728
1911102,1911102,1074,GROCERY I,0,11.79104755
1912671,1912671,1062,GROCERY I,0,15.67573832
1913813,1913813,1024,GROCERY I,0,5.523640392
1914276,1914276,1060,GROCERY I,0,7.144006841
1914367,1914367,1092,GROCERY I,0,2.060815316
1915102,1915102,1044,GROCERY I,0,7.531064097
1916208,1916208,1026,GROCERY I,0,9.351235997
1916209,1916209,1026,GROCERY I,0,9.506935563
1919933,1919933,1016,GROCERY I,0,14.90787948
1919935,1919935,1016,GROCERY I,0,4.200421686
1919937,1919937,1016,GROCERY I,0,15.29280165
1919977,1919977,1016,GROCERY I,0,3.704426056
1920016,1920016,1016,GROCERY I,0,11.07509388
1920035,1920035,1016,GROCERY I,0,10.10481191
1920045,1920045,1016,GROCERY I,0,2.154930432
1920046,1920046,1016,GROCERY I,0,13.99984019
1920057,1920057,1016,GROCERY I,0,15.04491557
1920059,1920059,1016,GROCERY I,0,10.40880561
1920067,1920067,1016,GROCERY I,0,6.710939254
1920069,1920069,1016,GROCERY I,0,10.87819729
1920071,1920071,1016,GROCERY I,0,4.818331926
1920072,1920072,1016,GROCERY I,0,2.998645048
1920080,1920080,1016,GROCERY I,0,15.77065393
1920084,1920084,1016,GROCERY I,0,5.324890697
1920095,1920095,1016,GROCERY I,0,15.81299753
1920096,1920096,1016,GROCERY I,0,9.865602175
1920107,1920107,1016,GROCERY I,0,10.52122919
1920117,1920117,1016,GROCERY I,0,2.717293391
1920141,1920141,1016,GROCERY I,0,9.407769542
1920145,1920145,1016,GROCERY I,0,10.57598951
1920863,1920863,1006,GROCERY I,0,9.234281731
